,combination,number_of_people,price_per_bag,total_price
3008,111101101101100110111110111,60,14.839884473,1002.44
3009,101001110001101101001100000,60,11.847246658,764.46
3010,111101111110110011110011010,60,15.784850827,1047.53
3011,011101101011011000101110001,60,13.744452944,886.18
3012,000100010001000101101011110,60,11.756255836,766.57
3013,011111100000101110001001000,60,13.593474054,877.36
3014,101000010100101001100001011,60,11.845033454,770.01
3015,000101000010011001011111111,60,14.528939808,952.75
3016,101010011111110100010110001,60,12.324961815,813.41
3017,011011101111100101101110111,60,13.572712632,916.79
3018,001111000001001100100001101,60,12.814330957,811.96
3019,000111111110110111000111010,60,14.841158908,993.14
3020,010000000101110110000101111,60,12.409975794,831.49
3021,000001011011011010110001010,60,13.066467732,834.63
3022,101111011011001111011110100,60,13.948027415,915.27
3023,100011101110110101110001001,60,13.744996086,902.18
3024,011100100011110011001010010,60,12.618622864,832.38
3025,101110010011101111000111101,60,13.687252914,910.32
3026,101100010001011111110110000,60,12.76433038,834.2
3027,000101010000100011100010010,60,11.917528984,762.32
3028,010101011011100111011001111,60,14.752414776,969.11
3029,110110110000010011100101000,60,12.495073802,810.86
3030,101001001011101110111111110,60,14.143434277,941.09
3031,000110101101001100111100110,60,12.651736951,836.09
3032,101101111010001101001010101,60,13.025370428,845.96
3033,101101100001100100001011110,60,13.187697755,865.45
3034,100110000010110011110011011,60,13.515283217,891.42
3035,110010110000101000110100000,60,11.321443628,725.45
3036,101100000110110001101100100,60,12.335440986,792.5
3037,111110010001011100000101111,60,13.496385695,881.3
3038,000001110101000100010011000,60,11.914097222,776.75
3039,010000100100100111001111111,60,12.475153199,861.49
3040,101110110100010111111100001,60,13.036455295,864.77
3041,001011011011001111001100000,60,11.749521579,753.55
3042,010011101101100101110100100,60,12.768200186,842.55
3043,100110110011111000001110000,60,12.626045868,817.79
3044,010100111110001010011010100,60,12.844311686,844.4
3045,000010111001010010000101011,60,11.217418044,739.32
3046,010111011101010100001100110,60,13.316848062,862.87
3047,111100010100000010000100000,60,10.95135384,694.9
3048,011011001111101100001101001,60,13.647604672,888.88
3049,101010001011101011111110001,60,12.230064328,810.33
3050,100100110101111110001101111,60,14.328193115,964.43
3051,000010110101001011010010011,60,11.547805159,779.15
3052,100111110000101110000101000,60,13.357532135,863.66
3053,010000100010111100001101101,60,12.591128417,826.79
3054,111011110010011010110010101,60,13.495881182,883.11
3055,100101101111110111011101010,60,15.288593432,1020.43
3056,010001000101001001100000100,60,11.329933707,718.28
3057,101011100101111101001110111,60,13.791348114,935.61
3058,111011100110111111011010110,60,14.715713433,995.39
3059,110111110111101010101101101,60,15.425999487,1017.12
3060,101100001001110100111010001,60,12.332925984,796.58
3061,110010010010111110000000111,60,12.078415454,789.37
3062,100111001001010110011100011,60,13.061330625,849.95
3063,011111100010110001001010010,60,13.39854416,869.07
3064,101011110100001111010011100,60,13.412769806,898.32
3065,101111000011110010000011101,60,13.83468347,897.74
3066,010111010110110110101000001,60,13.804235598,886.05
3067,110100101100101110100100111,60,13.09162626,874.54
3068,001100011101000100011110111,60,12.322708547,817.68
3069,110000011101111110000010100,60,12.083189954,799.84
3070,110110110000100011101111100,60,13.068584539,869.86
3071,010111100110110111100000110,60,14.11157777,929.25
3072,100101101011000101001000110,60,12.038539355,775.26
3073,101010100101101101111010010,60,12.299552213,828.23
3074,101101010101000101010001011,60,13.514432964,877.33
3075,010111100011010011001111111,60,14.570922106,975.22
3076,001001010010101000011100010,60,12.119107769,766.86
3077,100000011110001000111111001,60,12.289992118,803.91
3078,110000000001110110110011110,60,12.581601696,838.59
3079,101011011010011101101010110,60,12.738396423,828.11
3080,110100101011100000110110000,60,12.229702053,790.88
3081,101111111011110111001101011,60,14.998939211,994.9
3082,001100001000010110011011110,60,12.604916304,830.47
3083,111100010001011011001010001,60,12.402654875,805.78
3084,101100001111100110101111111,60,13.732078917,923.71
3085,100101011011111001011100110,60,14.395773832,929.68
3086,011101110111101000001010001,60,13.85916429,897.68
3087,101101000100101111001110110,60,13.688585165,912.28
3088,001010100010111110101110101,60,12.273867293,819.93
3089,000000000101011110001100100,60,10.862108816,710.08
3090,110000111110010001001000001,60,11.095162753,718.02
3091,101100110110001110000000001,60,11.789719184,761.46
3092,010111100100111010010001100,60,14.930979731,976.38
3093,110111011110000000010110011,60,13.434933294,873.03
3094,110101001100101101001111011,60,14.678418588,976.21
3095,111110111011101100111100101,60,13.951249396,913.43
3096,111100110010001010110010011,60,12.851100137,840.74
3097,011001011101100000110111011,60,13.708934854,903.81
3098,010000001011100110111011000,60,11.983520953,784.41
3099,110111111010110100100010100,60,13.595798458,876.15
3100,000111101011101111101100101,60,13.816733403,907.77
3101,001000000000100101100110100,60,10.00295184,648.48
3102,100010100010010001010100101,60,10.882893122,708.43
3103,001011111000101001001000010,60,11.650595653,747.17
3104,000101001100100011111111001,60,14.061386998,928.29
3105,100101010110001110010000101,60,13.192749487,847.56
3106,001000110011011001111110110,60,12.416311317,823.86
3107,000011110110111110101111010,60,14.445132625,967.4
3108,100111010110110101001101000,60,14.1200824,911.54
3109,010010010101011001011101001,60,12.922993496,849.02
3110,010110111010110110101111101,60,14.155673879,944.22
3111,111010000001010010011010110,60,11.34198806,748.93
3112,100010101111101111010001110,60,13.192153073,892.38
3113,010001101100010111000110110,60,12.39082966,836.44
3114,001110110100011101010110001,60,13.156594029,873.79
3115,111011010101100101110010000,60,12.71830303,829.43
3116,001100000001001110100110011,60,11.542197359,755.18
3117,011010010000001010011001100,60,11.61083925,747.04
3118,110010000111101100110111000,60,13.097429739,865.58
3119,111100110100110111101110111,60,14.001701327,952.44
3120,010100101010000100111011100,60,12.565438164,818.15
3121,111010110101001000001100000,60,11.008889515,712.85
3122,111100111110110001011101111,60,15.02018392,1002.91
3123,100110110001001101101010010,60,11.78661613,772.57
3124,001011100001110110001101110,60,12.989755917,862.42
3125,100111001011111101111101110,60,15.549607165,1018.62
3126,000011111010000011100011101,60,12.11969267,795.12
3127,110110011111011001111000011,60,13.902435628,905.03
3128,111001011111010000111101101,60,14.098660227,915.59
3129,110000001010011100011100111,60,12.053616301,787.68
3130,010010101000010110001000001,60,10.298223599,668.43
3131,000011011101010001111110011,60,12.834408784,848.15
3132,011100000101101001100100111,60,12.840876592,840.88
3133,100011110101101010111010010,60,13.14816122,873.75
3134,101101100111100011101011110,60,14.421752649,961.75
3135,010100110111010010110101000,60,13.579341659,885.07
3136,010101111100101101110111101,60,15.569154699,1038.65
3137,111110011000101000011011000,60,13.212615378,850.76
3138,011101011011111110010101001,60,15.48161895,1003.43
3139,111101100011100100110000011,60,13.519428996,870.32
3140,010101100001100010000000000,60,11.65443573,735.52
3141,101100100111001001001110111,60,12.70053929,850.46
3142,111100001000100000110010100,60,11.667560639,743.4
3143,011001011101110011011000111,60,13.61037782,900.14
3144,010100010010000001110001010,60,12.138384804,768.15
3145,011100000000101111110110110,60,13.156525642,874.58
3146,101011110101110110011010010,60,13.31158925,891.23
3147,111100110100010100010100100,60,12.546788208,816.48
3148,011011000010110110000001000,60,12.461408695,794.0
3149,110010111110011100111000011,60,12.86660638,847.87
3150,011001000001000001000110010,60,10.751396284,691.26
3151,100110111010001110100111100,60,12.87702994,849.04
3152,001101001001000001010101001,60,12.591319658,800.69
3153,010000101111101011100100010,60,12.002291961,797.24
3154,010011101011100100110010010,60,12.423372805,811.01
3155,100100111101111110101000101,60,13.281625443,876.18
3156,100101111100111111001101100,60,14.967925948,992.47
3157,111101111111000101100100100,60,13.37463802,866.86
3158,010111011011010000101011110,60,13.981742903,899.84
3159,000100100110100111110000101,60,12.447819749,820.58
3160,000000110100101100000101001,60,11.527480424,755.13
3161,000100100111111000101010000,60,12.576202614,813.62
3162,110011010000111111010011111,60,14.598689263,977.66
3163,110111100110101111100100110,60,14.468272214,960.23
3164,011111000111111001100111110,60,15.742116756,1039.24
3165,001011111011101010010011010,60,13.6039065,896.22
3166,110111110110011000010101110,60,15.348428805,1004.32
3167,011000000000001101001101010,60,11.128649436,722.51
3168,110101000010010100101100011,60,12.824583482,815.42
3169,100010110000000001101010001,60,9.736181638,630.05
3170,011101001110011101101101110,60,15.095178053,986.13
3171,010000000010110111011111011,60,13.043134525,878.37
3172,101100001110101100101000001,60,12.156878365,774.46
3173,000001100010111110100001001,60,12.899165454,833.01
3174,001100101110011101010111111,60,14.514818024,979.73
3175,010110000110110101101101001,60,13.665393006,892.72
3176,100010110100000101001111100,60,11.276638889,758.42
3177,100000000100100101110111001,60,11.827130051,787.11
3178,001000010010111110110100111,60,12.561621262,823.82
3179,011110101100100001001100000,60,11.817665798,767.61
3180,101000010000111011100000011,60,11.326079595,731.84
3181,110100010001110010100011111,60,13.30988044,876.13
3182,000101101110001100101101010,60,13.664306395,886.45
3183,011010100000011111000111111,60,12.791742293,872.58
3184,010100011000100101011111111,60,13.518012659,901.73
3185,011110011010011101101110011,60,13.380439056,877.03
3186,110101101100100101101001101,60,14.000867818,918.63
3187,111100100100111111011000000,60,13.580393872,896.48
3188,101111101000001010011001101,60,13.645800322,886.36
3189,001001001001110111000011010,60,12.491517611,822.73
3190,110011100110101001111110111,60,14.225018122,957.29
3191,000111101010111011100001011,60,14.500385364,945.44
3192,000100011010101000001111111,60,13.000456287,849.75
3193,101110100110101010111001011,60,14.143760851,935.82
3194,111010111011000011101100100,60,11.188855729,732.73
3195,000011000110010101110100010,60,12.237697596,791.73
3196,000101110001110111010101010,60,14.319782135,943.57
3197,010011010110111000001111101,60,14.266072861,937.4
3198,110111101101111111100001111,60,15.806125443,1058.9
3199,110111000100111010000000010,60,13.453160286,865.27
3200,101001010100110010001101110,60,13.061843219,856.63
3201,111001111010011011100000001,60,12.610261924,809.42
3202,001101011110110011000011000,60,13.946586938,903.19
3203,000000110001111011100010100,60,11.389142546,750.0
3204,110001011100110111000110101,60,12.99295971,867.22
3205,110101010101101100111101011,60,15.329143006,1004.21
3206,110101011111110111101101001,60,15.307473482,1005.01
3207,011000100011010101111100010,60,11.803454991,774.22
3208,100001111000111001111101101,60,14.044671856,921.03
3209,101010010010100001111000101,60,11.141627525,712.33
3210,001010101110111000100110111,60,12.553724887,839.43
3211,110001000001101110010110011,60,12.795301191,848.3
3212,001111010011011110001110111,60,14.025946542,922.25
3213,010101111111111000110110100,60,15.214954387,995.4
3214,110001000011000111001100000,60,11.078856482,709.72
3215,011110101100111101010100010,60,13.852053053,918.77
3216,101111100100010101010000110,60,13.265093763,867.97
3217,111001111001000001100100000,60,11.106304803,704.66
3218,011101011111011010010110000,60,14.41285001,934.3
3219,100101100110100001101110101,60,13.232209299,869.98
3220,011101000111000011000101011,60,13.644206112,890.93
3221,000000100011110000111001010,60,11.90366585,769.63
3222,110110011100001100101011011,60,13.259265811,872.9
3223,100101001110011001101010110,60,13.539662721,878.18
3224,111001110110101110001110110,60,13.638297584,915.7
3225,111001000001111100100000110,60,12.511495841,800.82
3226,000100000010111001101011101,60,13.176370363,854.17
3227,110001110101011100010101011,60,14.165090718,938.47
3228,101100011010010011010010101,60,12.232060243,794.38
3229,101010010111111011000111101,60,13.516662928,908.5
3230,100011011001100111101010011,60,11.976998226,791.21
3231,101101100011110111011000000,60,13.554015721,877.58
3232,101110011101101101110001110,60,14.098039981,928.64
3233,110110001101110011111101001,60,14.326640149,949.74
3234,001111101110111111100100100,60,14.497187312,952.79
3235,100101110100100101001000111,60,12.908157712,846.76
3236,101100111110010111011110111,60,13.8054531,938.04
3237,010100000111001011011100100,60,12.717258326,830.4
3238,101101100010111000000101011,60,14.173635695,914.63
3239,010110011010010100111011010,60,13.350979014,865.42
3240,010010000101010011101011101,60,12.139096826,812.02
3241,010101000000000101101001011,60,12.593737077,804.73
3242,001011000100011110001110010,60,12.2931301,812.25
3243,001011111110000100011010010,60,12.106818692,793.63
3244,010101000011111000000111100,60,14.246254202,916.57
3245,101011000011001011000000100,60,11.171672584,708.95
3246,111111110011011101001100010,60,14.153741756,919.63
3247,100001011101000001000100110,60,11.020602964,711.06
3248,110000111100111001010100001,60,12.554842491,827.64
3249,001000011100110000110010101,60,11.550739592,750.78
3250,001110000111110100100111010,60,13.452450906,885.04
3251,110100110001001110011100100,60,12.438046024,814.08
3252,010110010101001010010101111,60,13.701652265,907.34
3253,110101111011001110111111101,60,15.325965546,1017.51
3254,110000001110000111101001101,60,11.705839496,772.27
3255,000111100011010110010101010,60,13.834740468,903.64
3256,001000101001011110110110101,60,11.926994066,797.86
3257,000001101000001011011010011,60,11.783455742,779.96
3258,110011000101001100110101101,60,13.452355424,880.58
3259,111110101000011001101110010,60,12.771892338,840.67
3260,011011011010010010000011001,60,12.489453217,802.8
3261,010100100101010110110111000,60,13.445657135,896.27
3262,110100110001010111000101100,60,12.716796024,837.75
3263,000000001100101001100101101,60,11.629107197,759.55
3264,110100101000100011010000110,60,11.965118059,785.08
3265,010100110111111011101110000,60,13.903350763,922.4
3266,010100001001001110000000111,60,11.46390007,742.06
3267,010001110011111010111001001,60,14.320040454,930.21
3268,000110010001101001010001101,60,12.800902926,824.48
3269,101001010100001111100110110,60,12.330742028,819.54
3270,000110100010011011100001001,60,12.599175258,813.86
3271,100010011001010100110111011,60,12.093057594,799.88
3272,010010010100111111011001001,60,13.432044422,891.6
3273,101011101110010011010111001,60,13.671512741,915.5
3274,100001000011101101011101111,60,13.6720459,901.57
3275,001010011110110000010101101,60,12.682701894,826.52
3276,100000001100001101011111100,60,11.943778734,797.73
3277,011100010101011001111001100,60,13.960065169,903.59
3278,011011010101011101000010000,60,12.457523619,807.45
3279,110010000010111000110000011,60,12.036031194,770.79
3280,001100100101000100000110100,60,10.990160056,720.72
3281,101001111111110001111111100,60,14.61951232,973.43
3282,110110011010010111110100000,60,12.626645019,813.15
3283,011101110111011101011110001,60,15.124969029,1000.26
3284,111010010111000110001001000,60,11.492566258,745.48
3285,101101011000111101101101100,60,14.440160196,929.87
3286,011110011011101100110111100,60,14.273157044,932.74
3287,010111011100101000110101010,60,14.715250839,949.96
3288,000101011000100011110110110,60,13.06061409,853.32
3289,010111000100111101101010110,60,14.348744281,943.87
3290,001111101001111000111011001,60,14.8353835,966.38
3291,100101100100110010100111001,60,13.924342741,918.27
3292,001010110110111100100100110,60,12.417347031,817.63
3293,111101111010000010101010101,60,12.903380504,834.16
3294,101100010001001000110011100,60,12.387460827,792.29
3295,111110000100010001111001001,60,13.249043258,857.64
3296,101011011001100110001111000,60,12.335476761,807.82
3297,100110010010101000000100100,60,11.464953431,719.79
3298,110001101010111111011001110,60,14.593620509,970.97
3299,010000001101010101110110100,60,11.656778734,772.86
3300,011110111000011010110011001,60,13.818087204,906.16
3301,010110100111000111001101001,60,12.936416971,861.72
3302,001111111001000011101101010,60,13.230434978,862.58
3303,000010000010110001111100111,60,11.7315459,766.03
3304,010000110000010111101101000,60,11.524480665,756.03
3305,111110100011001111101111100,60,13.759914531,920.72
3306,111011110001001011111000001,60,12.697899856,825.73
3307,001001101101100101110100100,60,12.335878216,809.98
3308,110111110011110110110110111,60,15.19588044,1014.11
3309,101100001011100110001101010,60,12.384629422,805.83
3310,101000111100111110111100100,60,12.836635841,853.96
3311,011001110101110000001001101,60,13.306436232,867.23
3312,101110101101101011101101000,60,13.471604796,892.48
3313,111100101000100111001001000,60,12.2602822,800.65
3314,100100001110100110010100110,60,12.313274805,808.76
3315,011001011001011000000010111,60,12.227290363,788.64
3316,110001000100010111011101011,60,13.550003572,903.47
3317,001001000101100010000100110,60,11.315941258,734.98
3318,011101100011001111000111110,60,14.380497864,958.63
3319,010111001101101000000010001,60,12.993682477,835.09
3320,001010000110010111001010001,60,10.945552634,723.43
3321,000011011100010011101100100,60,11.792458628,763.19
3322,001010000100000111000010100,60,9.86131229,650.67
3323,110101101001010111111111001,60,14.77240999,985.13
3324,100101110000000100000110000,60,11.259408613,716.3
3325,111001110011110000111011011,60,14.309969962,940.67
3326,101010101111010101000111000,60,12.022373431,803.7
3327,000011110000110101000110010,60,11.852634104,779.85
3328,010010000001110101100011011,60,12.047278043,797.68
3329,100111011011101001111000101,60,13.875488033,886.17
3330,111100011011001111111110100,60,13.443402415,886.36
3331,110111101001011010001101011,60,14.388079808,945.82
3332,011011100011011111000010110,60,12.996320576,864.91
3333,000111111101100100010111010,60,14.27621991,947.76
3334,000011111010001110110011110,60,13.312284025,880.9
3335,000100000011011001111000110,60,12.387660948,791.7
3336,001000111011101001111111000,60,12.80289724,843.95
3337,011100111101001001000110110,60,12.63381379,840.5
3338,100101011000000101011011001,60,12.901470993,832.35
3339,100010000101011100101010010,60,11.151928922,731.33
3340,001010001111010100111100101,60,11.828743561,772.43
3341,101100111001010111010011010,60,13.142166304,876.45
3342,011100111100000101001001011,60,12.588156959,829.13
3343,100101011101000001001011101,60,13.014377739,847.27
3344,110011100110000000101011001,60,12.399074495,808.38
3345,010010000110110011111010100,60,12.363119553,819.35
3346,100001100001000011110011010,60,12.022908069,794.23
3347,111101100010000001101011110,60,13.473239422,878.03
3348,000100100110110001010010111,60,12.938541815,860.58
3349,000001000101011001001111001,60,12.733225639,835.55
3350,100100000100101010001100000,60,11.405286103,731.22
3351,010110001100110001101110001,60,12.646460255,829.09
3352,110001010110000001000011001,60,12.068227273,778.69
3353,110110001011010011101101011,60,13.308955625,873.2
3354,101010110111010000111110001,60,12.104307264,799.83
3355,001101111111111010100011111,60,15.63261895,1038.15
3356,110010111001101101110111101,60,13.475043705,909.08
3357,111010111011111100001011111,60,13.771929252,923.94
3358,111010100001000110101110000,60,10.531530544,696.93
3359,110111101110011010101001100,60,14.709314837,956.74
3360,101100111010010101101011000,60,12.611670933,818.25
3361,101101000000100101000001101,60,12.554720663,801.25
3362,101111101100000010110111000,60,13.589559978,893.48
3363,000111110101100101100000000,60,12.445624883,797.51
3364,011001111010101100111010100,60,13.205716685,857.64
3365,110111000000101010100101011,60,13.876203852,897.82
3366,101111111001011101010000111,60,14.076165246,920.85
3367,010011100011010101101110000,60,12.154842437,793.43
3368,011101101011111100111010001,60,14.8081335,962.76
3369,001111001101001000001100000,60,12.15467887,766.83
3370,010101111110011011001010101,60,14.277774253,941.78
3371,001111100001001001001110001,60,12.453090877,808.71
3372,100001000100101110101100011,60,12.217253572,801.02
3373,001100011110011111101100001,60,12.96434514,843.48
3374,111011100010010111111100001,60,13.056802634,857.69
3375,110111101011110101111001011,60,15.391154699,1011.78
3376,100000000001001111011110010,60,10.962740585,732.14
3377,111100111011101111101010010,60,13.423749637,890.94
3378,000010011101111101000110101,60,12.144866301,811.15
3379,001011110100001011101010110,60,12.346769806,821.67
3380,001101110000111101110010001,60,14.013048394,909.6
3381,100000101011011000100000101,60,10.744477412,684.74
3382,100010100001001000000001101,60,10.527532011,678.72
3383,101111010100111000100100000,60,13.370412391,844.81
3384,111001000110010001000011000,60,12.399871658,798.21
3385,001111110011101110011001001,60,14.657701327,953.34
3386,110000001101111010101100010,60,12.1242217,796.84
3387,100110101100101100101111001,60,13.330474144,887.54
3388,011101101000101101001001001,60,13.752791063,889.05
3389,001001011111010110101110101,60,12.730012741,838.74
3390,001111110100110111001000110,60,13.706547467,904.99
3391,001110110110111110110110111,60,14.705311621,991.75
3392,101110000010010010000010111,60,11.555725137,750.65
3393,110110111100011111000110011,60,13.522454808,915.23
3394,110010100111101100111000001,60,12.418827646,815.29
3395,101011011111101001110101000,60,13.935835732,902.12
3396,000111010011101010100110010,60,13.198500389,850.39
3397,011101111000101001010000111,60,13.854596619,898.38
3398,011011000011100011110101100,60,13.323381734,866.42
3399,001110011110000101010010001,60,11.92954188,774.17
3400,011010100010010001001000000,60,10.30971888,653.75
3401,001000011000001101110110001,60,10.940610624,710.86
3402,010110101110101100001100100,60,12.745611951,832.67
3403,110010100100110000100001101,60,12.030341535,788.0
3404,100010000101010101010001101,60,11.762244313,774.8
3405,101101001111010000001100000,60,12.43130387,782.5
3406,010101100001100100011100001,60,12.856862077,828.48
3407,000101000111010010101100000,60,12.449369437,788.62
3408,000010001000110001100100111,60,10.743297673,697.65
3409,110101100111010001111101010,60,14.921012955,978.63
3410,100110010001111111101110101,60,13.318435178,885.37
3411,101010111101001111000000011,60,11.31037782,756.61
3412,110000100000110000110111110,60,12.486439659,831.01
3413,111000000100000000101010010,60,10.093011364,650.74
3414,010101001010111100100001110,60,14.346621054,916.73
3415,010111000100110100101000001,60,13.060865228,831.67
3416,010101100011110100010111001,60,14.644704514,959.53
3417,111010110110111011101000000,60,12.654384068,829.23
3418,101100111001001100010011101,60,12.906120428,848.25
3419,101100100010111100111010011,60,13.464756727,884.54
3420,000100111000111111101100101,60,12.965010364,854.7
3421,001010011100010100010010010,60,10.974831764,716.25
3422,000101111011110001000111110,60,14.21078457,934.37
3423,111101010110000011101110100,60,13.302766538,866.28
3424,011101011111111110011111000,60,16.141391677,1064.55
3425,010001101110111000011010111,60,13.982685745,928.62
3426,101110011110110011110110110,60,13.905170272,926.77
3427,000110010111100100000100111,60,12.091421601,787.85
3428,011000001101110000101001010,60,11.984641288,775.43
3429,011110011000001111101001111,60,13.2565781,871.32
3430,100011000111010110010010110,60,12.520952887,828.71
3431,011011100100010011001011100,60,12.946394806,862.54
3432,100100011000100011000110000,60,10.900850201,702.72
3433,101101010101100101001111001,60,13.848609551,910.75
3434,101111000010010011100101000,60,13.105487943,833.36
3435,000100000010111111100001011,60,13.209578035,859.33
3436,011011010111000001101101100,60,12.868487554,830.92
3437,000110011101100000101101101,60,12.615673374,817.98
3438,101001100101111110010010001,60,13.303301817,885.34
3439,000110010101010000001000011,60,11.340198561,723.89
3440,111111000100110000100110011,60,13.729053179,894.55
3441,010111000000100000110111000,60,13.291519725,849.88
3442,001100000100011010001001011,60,12.590898923,817.77
3443,010001000110010110000110111,60,12.410416271,824.2
3444,100111111000011100001011110,60,13.935575419,913.24
3445,000100001110101101111001111,60,13.973422557,920.83
3446,000001101011011011110100110,60,12.918273287,847.96
3447,111000011100101001010010010,60,11.949331764,785.74
3448,000110111111011011100001010,60,13.612300948,894.56
3449,010010010010110110010011001,60,12.52419008,822.48
3450,011100101111111011011110101,60,14.785855061,997.68
3451,001001110010011101001000100,60,11.907343063,759.86
3452,110111010101001110011111000,60,14.68597658,968.94
3453,011100101111101101110101100,60,14.587706647,965.55
3454,001000010101111100000011100,60,12.229204174,801.65
3455,110010100001100100111010111,60,11.736987193,786.99
3456,110100000001010000100011110,60,12.12761613,782.75
3457,110000000000101011000001011,60,11.423624604,746.39
3458,011111100000100011010011000,60,13.66163757,893.78
3459,110100101111010010100101110,60,13.473357321,891.63
3460,000101100100001011111111000,60,14.016865468,926.91
3461,010000000110010110010111011,60,12.600277382,845.87
3462,000100111001100000110110010,60,11.823577053,769.32
3463,011111110001110010010011111,60,15.142114025,1005.74
3464,110100110100001101010111001,60,13.624430704,909.63
3465,101110110111010010100101011,60,13.479871962,889.82
3466,011100111011101011000001011,60,13.579494767,891.43
3467,100001010101111101110011000,60,13.930595588,912.73
3468,010001011001001010111100010,60,12.199926882,783.36
3469,001100100111011010110010001,60,13.047103288,855.9
3470,000000100111101100010110101,60,12.008476456,803.84
3471,011000100100110110000011111,60,12.615913745,857.39
3472,010100100000011011101111011,60,13.480310178,901.15
3473,001001100100100111011001100,60,12.830802369,850.65
3474,010101101000100010101110011,60,12.90150803,847.48
3475,100000001010110101111100100,60,11.474695401,741.94
3476,010111010000010111001110010,60,12.979292056,849.37
3477,011100001000100111000001111,60,12.459717806,818.63
3478,010010100110011100111111001,60,13.474197861,900.98
3479,010001100100001111000001011,60,12.657198017,840.49
3480,011001100111110000100101111,60,13.948672343,919.19
3481,100011110000111000001001001,60,12.651878417,810.72
3482,001101000111000010000011001,60,12.693827144,817.57
3483,101011110001000100101101000,60,11.696386364,749.82
3484,010001011100010110001001011,60,12.711394234,830.49
3485,001111000100100000011100110,60,12.912039025,832.41
3486,110010011000110011010000101,60,11.602348599,755.83
3487,101011110001001001011101111,60,13.402071153,887.2
3488,101100101110001001010100101,60,12.537642254,819.88
3489,101000010001010011011010100,60,10.887904727,711.88
3490,001011001011100001101100100,60,11.521679803,731.97
3491,001100010001111011011100001,60,12.982992177,842.02
3492,000000000110011110000100111,60,11.321794422,746.42
3493,101010100100001111101110110,60,11.669922584,797.23
3494,000110100001100101001101101,60,12.237459299,807.06
3495,111000000011001101001011001,60,11.671081073,762.67
3496,001011101111001001110001010,60,13.30948851,868.72
3497,011111011100100011001000110,60,13.260050057,862.19
3498,010000110110100111000110101,60,11.744611532,794.62
3499,010111001100010110011101111,60,14.761195705,978.92
3500,110010010100110100101011101,60,12.605768122,834.58
3501,001101100000100001100100111,60,12.363720663,798.6
3502,100001100100011110100010111,60,12.511679342,836.02
3503,001110110101111010011100011,60,13.904107256,924.79
3504,110010100001100101000011010,60,11.373287698,759.28
3505,001110101011101111010010011,60,13.228018576,885.25
3506,100000110101110011011001011,60,12.823989683,862.11
3507,000001001111010001010110110,60,12.409112067,816.46
3508,011001111011010110011000101,60,12.840123852,836.02
3509,110110001010000110001110011,60,11.714619141,771.11
3510,011011011101100110011111001,60,13.962930224,932.5
3511,000110101110111010101001101,60,13.904958777,914.36
3512,110110100101111011101010111,60,14.09902248,954.65
3513,010110111001110010110101000,60,13.567575575,883.88
3514,011001101101001100100101100,60,12.873530177,840.43
3515,011110110100100010000110100,60,12.206697094,807.61
3516,110101001000100100100011010,60,12.960035387,832.33
3517,110101010110111010000011101,60,15.061800258,984.43
3518,010110110000111101000101010,60,13.558605392,890.04
3519,110111011100001111001111101,60,14.671511181,979.32
3520,111100110001000011110010111,60,12.545420398,835.36
3521,010111110111001011000000001,60,13.309999487,861.47
3522,110101001010111101000011101,60,14.64383047,953.51
3523,110101110100101111101001100,60,14.696161103,967.25
3524,101001100001011000111101011,60,13.384459225,873.51
3525,001100101111100100010000101,60,12.284170848,799.48
3526,110100011000110100011101001,60,13.298626922,859.13
3527,100001100010010010111000000,60,11.407744553,722.36
3528,111010100111010000001101101,60,12.386422343,818.28
3529,010111101100011011001001000,60,14.060175948,916.38
3530,010101001001111001001111111,60,14.886358248,983.15
3531,000110111100010100001001000,60,12.005695284,773.18
3532,101101001001101111111011001,60,14.573713021,958.25
3533,101000101101111101010011100,60,13.231761503,890.63
3534,001010110110100011101110111,60,12.087872896,821.43
3535,100110100101000001010010010,60,11.48906536,758.49
3536,001100101101110101111001110,60,14.007720536,931.97
3537,110000101010110111011001110,60,13.005385215,870.97
3538,100011110010101011001111000,60,13.045754474,860.72
3539,011100000001111110001100000,60,12.391556571,797.0
3540,111001111111100011100001001,60,13.461350859,882.59
3541,000110000100110110001100010,60,11.901244437,778.09
3542,111101000100110111100000110,60,13.700283578,894.06
3543,111001101001101010110010100,60,12.798878722,838.66
3544,111110000111001100011001011,60,13.788293258,902.18
3545,001010111000011011100101010,60,11.999062429,789.84
3546,111001110010010111100000010,60,12.158297584,786.2
3547,001101100011100111100100001,60,12.759868811,825.98
3548,001000000010011100010111111,60,12.451191368,823.49
3549,100111000110100001011100011,60,13.373324378,868.25
3550,101001100011100001110101100,60,12.841525253,832.93
3551,110010111011111001001101110,60,13.418194584,891.08
3552,111101011100101100010101111,60,15.274753365,1003.11
3553,011100110101111100101001000,60,13.893190169,902.17
3554,011010101001010000010011101,60,11.948860624,788.42
3555,010110111101111110111110110,60,14.878866425,1007.87
3556,011011111100001111111001011,60,14.264211153,953.08
3557,101110001011011111100100010,60,12.582641677,817.85
3558,001110111000000010100100011,60,11.063578917,714.29
3559,101000011100101100001000010,60,10.838932955,697.54
3560,100001100101000110001001100,60,11.604416005,760.73
3561,110000011111111100010001100,60,13.391712441,872.89
3562,111110001100110100111100011,60,13.540739476,889.13
3563,011000000110000101111100100,60,11.255904221,731.14
3564,100010000110100101101001001,60,11.43312013,743.18
3565,000111001010111001000101110,60,14.120898832,910.06
